ref,book,chapter,verse,english,ekegusii,swahili,source,eng_words,eke_words,swa_words,story_id,page,needs_review
1CH 12:12,1CH,12.0,12.0,"Johanan the eighth, Elzabad the ninth,","na Yohanani oyo o gatano na gatato, na Elisabadi oyo o kianda,","Yohanani wa nane, Elzabadi wa tisa,",bible_ebible,6.0,12.0,6.0,,,
1CH 12:13,1CH,12.0,13.0,"Jeremiah the tenth, and Machbanai the eleventh.","na Yeremia oyo o ikomi, na Makibani oyo o ikomi na rimo.","Yeremia wa kumi, na Makbanai wa kumi na moja.",bible_ebible,7.0,12.0,9.0,,,
1CH 12:14,1CH,12.0,14.0,"These Gadites were army commanders, the least of whom was a match for a hundred, and the greatest for a thousand.","Abagadi aba nigo barenge abatang’ani b’abasikari, na oyo otarenge ne chinguru nigo are konyara kobua abanto rigana erimo (100), na oyorenge ne chinguru nigo are konyara kobua abanto elifu eyemo (1,000).","Hawa Wagadi walikuwa majemadari. Aliyekuwa wa mwisho kuliko wote aliweza kuongoza askari 100, na aliyekuwa na uweza zaidi ya wote aliongoza 1,000.",bible_ebible,21.0,31.0,22.0,,,
1CH 12:15,1CH,12.0,15.0,"These are the ones who crossed the Jordan in the first month when it was overflowing all its banks, and they put to flight all those in the valleys, both to the east and to the west.","Aba nabwo abanto bambogete Yorodani ase omotienyi bw’eritang’ani, ekero orooche orwo rwaichorete goetania chingegu chinsemo chionsi, bagaseria abanto bonsi bamenyete ase ense y’amaranya, ensemo ya moocha na eya bosongo. Abatunyani ba Daudi korwa ase egesaku kia Benjamini na ekia Yuda",Wao ndio walivuka Mto Yordani katika mwezi wa kwanza ukiwa umefurika hadi kwenye kingo zake zote na kusababisha watu wote waliokuwa wanaishi kwenye mabonde kukimbilia mashariki na wengine magharibi.,bible_ebible,37.0,40.0,29.0,,,
1CH 12:16,1CH,12.0,16.0,Other Benjamites and some men from Judah also came to David in his stronghold.,"Abanto bande b’egesaku kia Benjamini, na ekia Yuda, bagacha ase eburi agwo ase Daudi arenge.",Wabenyamini wengine na baadhi ya watu kutoka Yuda pia walikuja kwa Daudi katika ngome yake.,bible_ebible,14.0,15.0,15.0,,,
1CH 12:17,1CH,12.0,17.0,"And David went out to meet them, saying, “If you have come to me in peace to help me, my heart will be united with you; but if you have come to betray me to my enemies when my hands are free of violence, may the God of our fathers see it and judge you.”","Daudi agasoka kobarotota akabateebia, “Onye igo mwachire buna abasani baane monkonye, rirorio enkoro yane nebwatane nainwe, korende onye nigo mwachire monsigane na kondua ase ababisa baane, nonya amaboko aane takorete okomocha konde gwonsi, rirorio Nyasae bwe chisokoro chiaito arore amang’ana ayio abae egesusuro.”","Daudi akatoka nje kuwalaki na akawaambia, “Kama mmekuja kwangu kwa amani, kunisaidia, mimi niko tayari kuwaruhusu ninyi kuungana nami. Lakini kama mmekuja ili kunisaliti kwa adui zangu wakati mimi mikono yangu haina hatia, basi Mungu wa baba zetu aone na awahukumu.”",bible_ebible,55.0,43.0,41.0,,,
1CH 12:18,1CH,12.0,18.0,"Then the Spirit came upon Amasai, the chief of the Thirty, and he said: “We are yours, O David! We are with you, O son of Jesse! Peace, peace to you, and peace to your helpers, for your God helps you.” So David received them and made them leaders of his troops.","Erio omoika ogaacha igoro ase Amasai, omonene bw’abaanto baria Emerongo etato, nere agateeba, “Aye Daudi, intwe nigo tore abanto bao; na nigo tokobwatana amo naye, aye omwana o Yese. Omorembe obe asore, na omorembe obe ase abakogokonya, ekiagera Nyasae oo, nere okogokonya.” Erio Daudi akabanchera, akababeeka bakaba abatang’ani b’emeganda yaye y’esegi. Abatunyani ba Daudi korwa ase egesaku kia Manase","Kisha Roho akaja juu ya Amasai, mkuu wa wale Thelathini, naye akasema: “Sisi tu watu wako, ee Daudi! Nasi tuko pamoja na wewe, ee mwana wa Yese! Ushindi, naam, ushindi uwe kwako, pia ushindi kwa wale walio upande wako, kwa kuwa Mungu wako atakusaidia.” Kwa hiyo Daudi akawapokea na kuwafanya viongozi wa vikosi vyake vya uvamizi.",bible_ebible,52.0,59.0,56.0,,,
1CH 12:19,1CH,12.0,19.0,"Some from Manasseh defected to David when he went with the Philistines to fight against Saul. (They did not help the Philistines because the Philistine rulers consulted and sent David away, saying, “It will cost us our heads if he defects to his master Saul.”)","Abanto bande b’egesaku kia Manase bagatama, bakagenda ase Daudi ekero arenge kogenda amo n’Abafilisti korwania Saulo. Korende Abafirisiti tibaete Daudi ribaga abakoonye, ekiagera ekero abagaambi babo bagambete amo, bagateeba, Aise kogenda amo naintwe, ande nigo arabwatane amo na Saulo, omonene oye, igo batobutore emetwe.","Baadhi ya watu kutoka kabila la Manase wakajiunga na Daudi wakati alikwenda pamoja na Wafilisti, kupigana na Sauli. (Daudi na watu wake hawakuwasaidia Wafilisti kwa sababu, baada ya ushauri, watawala wao walimrudisha. Wakasema, “Itatugharimu vichwa vyetu kama Daudi atatuasi na kurudi kwa Sauli bwana wake.”)",bible_ebible,45.0,44.0,45.0,,,
1CH 12:2,1CH,12.0,2.0,they were archers using both the right and left hands to sling stones and shoot arrows; and they were Saul’s kinsmen from Benjamin):,"Abanto abwo nigo babwate amata, na nigo bamanyete koruta emegwe na amagena e chinduruche nokoboko gw’okorio amo nogw’okobee. Aba nigo barenge Ababenjamini, abanto bamwabo Saulo. Abanto aba nabwo aba:",walikuwa na pinde na walikuwa na uwezo wa kupiga mishale au kutupa mawe kwa kombeo wakitumia mkono wa kushoto au wa kulia; hawa walikuwa ndugu zake Sauli kutoka kabila la Benyamini):,bible_ebible,23.0,29.0,31.0,,,
1CH 12:20,1CH,12.0,20.0,"When David went to Ziklag, these men of Manasseh defected to him: Adnah, Jozabad, Jediael, Michael, Jozabad, Elihu, and Zillethai, chiefs of thousands in Manasseh.","Ekero Daudi agendete Sikilagi, abanto aba b’egesaku kia Manase bagacha asare: Adina na Yosabadi, Yediaeli na Mikaeli, Yosabadi na Elihu, na Siletai. Aba nabwo barenge abateneneri b’abaanto chilifu ba Manase.","Daudi alipokwenda Siklagi, hawa ndio watu wa kabila la Manase waliojiunga naye: Adna, Yozabadi, Yediaeli, Mikaeli, Yozabadi, Elihu na Silethai, viongozi wa vikosi vya watu 1,000 katika kabila la Manase.",bible_ebible,25.0,30.0,30.0,,,
1CH 12:21,1CH,12.0,21.0,"They helped David against the raiders, for they were all mighty men of valor and commanders in the army.","Barabwo bakaba bagokonya Daudi korwania ebiombe bi’abasakori. Abwo bonsi nigo barenge abanto chituoni, bakaba abatang’ani b’abasikari.","Walimsaidia Daudi dhidi ya makundi ya uvamizi, kwa kuwa wote walikuwa mashujaa hodari na walikuwa majemadari katika jeshi lake.",bible_ebible,19.0,16.0,19.0,,,
1CH 12:22,1CH,12.0,22.0,"For at that time men came to David day after day to help him, until he had a great army, like the army of God. David’s Army Grows at Hebron","Rituko ase rituko abanto bakagenderera gocha ase Daudi komokonya, goika agatwara abarwani abange mono, buna abasikari ba Nyasae. Omobaro bw’abarwani ba Daudi","Siku baada ya siku watu walikuja kumsaidia Daudi, mpaka akawa na jeshi kubwa, kama jeshi la Mungu. Wengine Waungana Na Daudi Huko Hebroni",bible_ebible,30.0,22.0,23.0,,,
1CH 12:23,1CH,12.0,23.0,"Now these are the numbers of men armed for battle who came to David at Hebron to turn Saul’s kingdom over to him, in accordance with the word of the LORD:","Oyo noro omobaro bw’emeganda y’abasikari, baria bachete ase Daudi agwo Heburoni, buna Omonene achigete, erinde bamoe oborwoti boria bwarusetigwe ase Saulo.","Hawa ndio watu waliojiandaa kwa ajili ya vita waliokuja kwa Daudi huko Hebroni ili kumtwalia ufalme kutoka kwa Sauli, kama Bwana alivyokuwa amesema:",bible_ebible,31.0,21.0,23.0,,,
1CH 12:24,1CH,12.0,24.0,"From Judah: 6,800 armed troops bearing shields and spears.","Abayuda ababogoretie chinguba na amatimo nigo barenge chilifu isano nemo, na amagana atano na atato (6,800), baisanerete ase okorwana esegi.","watu wa Yuda, wanaochukua ngao na mikuki walikuwa 6,800 wote wakiwa tayari kwa vita.",bible_ebible,9.0,20.0,14.0,,,
1CH 12:25,1CH,12.0,25.0,"From Simeon: 7,100 mighty men of valor, ready for battle.","Abasimeoni nigo barenge chilifu isano na ibere, ne rigana erimo (7,100), abanto chituoni abakong’u ase esegi.","Watu wa Simeoni, mashujaa waliokuwa tayari kwa vita walikuwa 7,100.",bible_ebible,10.0,16.0,10.0,,,
1CH 12:27,1CH,12.0,27.0,"including Jehoiada, leader of the house of Aaron, with 3,700 men,","amo na Yehoyada, omoteneneri bw’eamate ya Aroni, na amo nere abanto chilifu isato, na amagana atano na abere (3,700);","pamoja na Yehoyada, kiongozi wa jamaa ya Aroni, aliyekuwa pamoja na watu 3,700,",bible_ebible,11.0,19.0,13.0,,,
1CH 12:28,1CH,12.0,28.0,"and Zadok, a mighty young man of valor, with 22 commanders from his own family.","na Zadoki, omomura etuoni, amo nabaanto bamwabo abatang’ani b’esegi emerongo ebere, na babere (22).","na Sadoki, kijana shujaa na hodari, aliyekuwa pamoja na maafisa ishirini na wawili kutoka jamaa yake.",bible_ebible,15.0,14.0,16.0,,,
1CH 12:29,1CH,12.0,29.0,"From Benjamin, the kinsmen of Saul: 3,000, most of whom had remained loyal to the house of Saul up to that time.","Ababenjamini, abanto b’eamate ya Saulo, nigo barenge chilifu isato (3,000), nonya nase ekero ekio abange mono kobua b’abwo bagendererete kobwatana nenyomba ya Saulo.","Watu wa Benyamini, ndugu zake Sauli, walikuwa 3,000; wengi wao walikuwa wameendelea kuwa waaminifu kwa Sauli mpaka wakati huo.",bible_ebible,22.0,23.0,19.0,,,
1CH 12:3,1CH,12.0,3.0,"Ahiezer their chief and Joash, who were the sons of Shemaah the Gibeathite; Jeziel and Pelet, the sons of Azmaveth; Beracah; Jehu the Anathothite;","Ahieseri orenge omonene obo, naende Yoashi; aba babere mbasinto ba Semaa korwa Gibea; Yesieli na Peleti basinto b’Asimaweti; Beraka na Yehu korwa Anatoti;","Mkuu wao alikuwa Ahiezeri, na wa pili Yoashi, wote wana wa Shemaa Mgibeathi; pia Yezieli na Peleti wana wa Azmawethi; Beraka, Yehu Mwanathothi,",bible_ebible,24.0,23.0,23.0,,,
1CH 12:30,1CH,12.0,30.0,"From Ephraim: 20,800 mighty men of valor, famous among their own clans.","Korwa ase Abaefraimu: chilifu emerongo ebere, na amagana atano na atato (20,800), abanto chituoni ase esegi bamanyekanete ase chiamate chiabo.","Watu wa Efraimu, mashujaa hodari 20,800, watu waliokuwa maarufu katika koo zao.",bible_ebible,12.0,20.0,12.0,,,
1CH 12:31,1CH,12.0,31.0,"From the half-tribe of Manasseh: 18,000 designated by name to come and make David king.","Abanto b’egesaku ekeng’ese kia Manase: chilifu ikomi na isano na isato (18,000), baria batoretwe amarieta abo bache kobeeka Daudi abe omorwoti.","Watu wa nusu ya kabila la Manase, waliotajwa kwa majina ili waje kumweka Daudi kuwa mfalme, watu 18,000.",bible_ebible,15.0,21.0,18.0,,,
1CH 12:32,1CH,12.0,32.0,"From Issachar, men who understood the times and knew what Israel should do: 200 chiefs with all their kinsmen at their command.","Korwa ase Abaisakaru: abanto abang’aini abamanyi ebimanyererio bie chingaki, bamanyete egento Abaisraeli bagwenerete gokora, abateneneri amagana abere (200), amo nabamwabo abarenge inse ase obochiki bwabo.","Watu wa Isakari, waliofahamu majira na kujua kile ambacho Israeli inapasa kufanya, walikuwa viongozi 200, pamoja na jamaa zao wote chini ya uongozi wao.",bible_ebible,22.0,25.0,24.0,,,
1CH 12:33,1CH,12.0,33.0,"From Zebulun: 50,000 fit for service, trained for battle with all kinds of weapons of war, who with one purpose were devoted to David.","Korwa ase Abasabuloni: abarwani abakong’u baare nomoyo oyomo, baisanerete ase okorwana esegi, babwate ebirwanero biisaine, abanto chilifu emerongo etano (50,000).","Watu wa Zabuloni, askari wenye uzoefu mkubwa walioandaliwa tayari kwa vita wakiwa na silaha za kila aina, ili kumsaidia Daudi kwa uaminifu thabiti, walikuwa 50,000.",bible_ebible,24.0,20.0,25.0,,,
1CH 12:34,1CH,12.0,34.0,"From Naphtali: 1,000 commanders, accompanied by 37,000 men with shield and spear.","Korwa Abanafutali: abachiki elifu eyemo (1,000), amo nabaanto chilifu emerongo etato na isano na ibere (37,000), babwate chinguba na amatimo.","Watu wa Naftali, maafisa 1,000, pamoja na watu 37,000 waliochukua ngao na mikuki.",bible_ebible,12.0,20.0,13.0,,,
1CH 12:36,1CH,12.0,36.0,"From Asher: 40,000 fit for service, prepared for battle.","Korwa ase Abaaseri: abanto abakong’u baisanerete ase okorwana esegi, chilifu emerongo ene (40,000).","Watu wa Asheri, askari 40,000 wenye uzoefu mkubwa waliondaliwa kwa ajili ya vita.",bible_ebible,9.0,13.0,13.0,,,
1CH 12:37,1CH,12.0,37.0,"And from east of the Jordan, from Reuben, Gad, and the half-tribe of Manasseh there: 120,000 armed with every kind of weapon of war.","Korwa ase Abareubeni na Abagadi, na ekeng’ese ki’egesaku kia Manase, abwo bamenyete ng’umbu ya Yorodani, abanto babwate ebirwanero bionsi bi’okorwana esegi, chilifu rigana erimo na emerongo ebere (120,000).","Na pia watu kutoka mashariki ya Yordani, watu wa Reubeni, Gadi na nusu ya kabila la Manase, wakiwa na kila aina ya silaha, watu 120,000.",bible_ebible,24.0,28.0,25.0,,,
1CH 12:38,1CH,12.0,38.0,"All these men of war, arrayed for battle, came to Hebron fully determined to make David king over all Israel. And all the rest of the Israelites were of one mind to make David king.","Abarwani aba bonsi baisanerete ase okorwana esegi, na bagacha agwo Heburoni, bare nomoyo oyomo kobeeka Daudi koba omorwoti igoro y’Abaisraeli bonsi. Boigo Abaisraeli bande bonsi nigo barenge nebirengererio ebimo bi’okobeeka Daudi abe omorwoti.",Wote hawa walikuwa watu wapiganaji waliojitolea kutumika katika safu zao. Walikuja Hebroni wakiwa wameamua kikamilifu kumfanya Daudi mfalme juu ya Israeli yote. Waisraeli wengine wote walikuwa pia na nia hiyo moja ya kumfanya Daudi kuwa mfalme.,bible_ebible,35.0,33.0,36.0,,,
1CH 12:39,1CH,12.0,39.0,"They spent three days there eating and drinking with David, for their relatives had provided for them.","Abanto abwo bakabeera aroro amo na Daudi ase amatuko atato, bakaba bakoria na konywa, ekiagera abamwabo konya baabaariganeirie ebinto bionsi.","Watu hawa wakakaa huko na Daudi siku tatu, wakila na kunywa, kwa sababu jamaa zao zilikuwa zimewapatia mahitaji yao.",bible_ebible,17.0,20.0,19.0,,,
1CH 12:4,1CH,12.0,4.0,"Ishmaiah the Gibeonite, a mighty man among the Thirty and a leader over the Thirty; Jeremiah, Jahaziel, Johanan, and Jozabad the Gederathite;","Isimaya korwa Gibeoni, omonto etuoni naende omoraai ase egati y’abanto baria Emerongo etato; Yeremia na Yehasieli, Yohanani na Yosabadi korwa Gedera;","na Ishmaya Mgibeoni, shujaa miongoni mwa wale Thelathini, ambaye alikuwa kiongozi wa wale Thelathini; Yeremia, Yahazieli, Yohanani, Yozabadi, Mgederathi,",bible_ebible,22.0,21.0,19.0,,,
1CH 12:40,1CH,12.0,40.0,"And their neighbors from as far away as Issachar, Zebulun, and Naphtali came bringing food on donkeys, camels, mules, and oxen—abundant supplies of flour, fig cakes and raisin cakes, wine and oil, oxen and sheep. Indeed, there was joy in Israel.","Abaamate bamwabo abamenyete ang’e amo nabwo bamenyete ase chingongo chia Isakaru na Sabuloni, na Nafutali, abwo bakarenta chindagera babogoretie ne chitigere ne chingamia, ne chibarasi, ne chiombe; bakarenta chindagera chinyinge mono; obosie, na amabomba ’amako amomo na ay’amasabibu amomo, na edivai, na amaguta ’amazeituni, ne chiombe, ne ching’ondi, ekiagera Abaisraeli nigo barenge nomogooko omonene.","Pia, majirani zao hata wale walio mbali hadi Isakari, Zabuloni na Naftali, walikuja wakiwaletea vyakula walivyovibeba kwa punda, ngamia, nyumbu na maksai. Kulikuwepo na wingi wa unga, maandazi ya tini, maandazi ya zabibu kavu, divai, mafuta, ngʼombe na kondoo, kwa maana kulikuwa na furaha katika Israeli.",bible_ebible,41.0,54.0,46.0,,,
1CH 12:5,1CH,12.0,5.0,"Eluzai, Jerimoth, Bealiah, Shemariah, and Shephatiah the Haruphite;","Elusai na Yerimoti, Bealia na Semaria, na Sefatia korwa Harufi;","Eluzai, Yeremothi, Bealia, Shemaria, Shefatia, Mharufi;",bible_ebible,8.0,10.0,6.0,,,
1CH 12:6,1CH,12.0,6.0,"Elkanah, Isshiah, Azarel, Joezer, and Jashobeam, who were Korahites;","Elikana na Isia, Asareli na Yoeseri, na Yasobeamu, abarenge Abakora;","Elikana, Ishia, Azareli, Yoezeri na Yashobeamu, wana wa Kora;",bible_ebible,9.0,10.0,9.0,,,
1CH 12:7,1CH,12.0,7.0,"and Joelah and Zebadiah, the sons of Jeroham from Gedor.","Yoela na Sebadia, basinto ba Yerohamu, korwa Gedori. Abatunyani ba Daudi korwa ase egesaku kia Gadi","Yoela na Zebadia, wana wa Yerohamu, kutoka Gedori.",bible_ebible,10.0,16.0,8.0,,,
1CH 12:8,1CH,12.0,8.0,"Some Gadites defected to David at his stronghold in the desert. They were mighty men of valor, trained for battle, experts with the shield and spear, whose faces were like the faces of lions and who were as swift as gazelles on the mountains:","Abagadi bande bakagenda kobwatia Daudi agwo ase eburi yarenge ase erooro. Abanto aba nigo barenge chituoni, bamanyete korwana chiseegi, naende nigo bamanyete korwanera chinguba na amatimo. Amasio abo nigo arenge buna aye chindo, naende nigo barenge kominyoka buna chingabi igoro y’ebitunwa.","Baadhi ya Wagadi wakajitenga na kujiunga na Daudi katika ngome yake huko jangwani. Walikuwa mashujaa hodari, waliokuwa tayari kwa vita na wenye uwezo wa kutumia ngao na mkuki. Nyuso zao zilikuwa nyuso za simba na walikuwa na wepesi kama paa milimani.",bible_ebible,44.0,41.0,41.0,,,
1CH 12:9,1CH,12.0,9.0,"Ezer the chief, Obadiah the second in command, Eliab the third,","Eseri nere orenge omotang’ani obo na Obadia oyo o kabere, na Eliabu oyo o gatato,","Ezeri alikuwa mkuu wao, Obadia alikuwa wa pili katika uongozi, Eliabu wa tatu,",bible_ebible,11.0,15.0,13.0,,,
1CH 13:1,1CH,13.0,1.0,"Then David conferred with all his leaders, the commanders of hundreds and of thousands.","Daudi akaba ogosemania nabanene bonsi abarenge abatang’ani b’abarwani elifu eyemo (1,000) na abe rigana erimo (100).","Daudi alishauriana na kila afisa wake, majemadari wa maelfu na majemadari wa mamia.",bible_ebible,14.0,16.0,13.0,,,
1CH 13:10,1CH,13.0,10.0,"And the anger of the LORD burned against Uzzah, and He struck him down because he had put his hand on the ark. So he died there before God.","Eri’Omonene akaba nendamwamu enene ase Usa, akamoaka, ekiagera akunete Esanduki eria; na Usa agakwera aroro ase obosio bwa Nyasae.","Hasira ya Bwana ikawaka dhidi ya Uza, akampiga kwa sababu aliuweka mkono wake kwenye Sanduku. Kwa hiyo akafa pale mbele za Mungu.",bible_ebible,29.0,19.0,22.0,,,
1CH 13:11,1CH,13.0,11.0,"Then David became angry because the LORD had burst forth against Uzzah; so he named that place Perez-uzzah, as it is called to this day.","Daudi akagechigwa mono, ekiagera Omonene aitete Usa. Aase aria akarokwa Peresi‐Usa, naboigo akorokwa nonya ngoika reero iga.","Ndipo Daudi akakasirika kwa sababu ghadhabu ya Bwana ilifurika dhidi ya Uza, mahali pale pakaitwa Peres-Uza hadi leo.",bible_ebible,25.0,17.0,18.0,,,
